hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes,hospital_encoded,department_encoded,day_encoded
General Hospital Kollam,Gynaecology,Thursday,12,5,0,0,25.9,0,68,24,1,2,3
District Hospital Ernakulam,Gynaecology,Friday,11,10,0,0,37.6,0,73,30,0,2,0
General Hospital Kollam,Gynaecology,Tuesday,8,1,0,0,31.6,0,46,19,1,2,4
District Hospital Ernakulam,General OPD,Tuesday,11,7,0,0,25.2,1,65,23,0,1,4
Taluk Hospital Thrissur,General OPD,Tuesday,16,8,0,0,35.4,1,40,13,2,1,4
District Hospital Ernakulam,Gynaecology,Friday,10,8,0,0,34.5,1,102,51,0,2,0
District Hospital Ernakulam,General OPD,Wednesday,8,10,0,1,27.2,0,47,14,0,1,5
General Hospital Kollam,Gynaecology,Thursday,9,6,0,0,24.6,0,91,35,1,2,3
District Hospital Ernakulam,Orthopaedics,Saturday,16,9,1,0,28.7,1,51,22,0,3,2
District Hospital Ernakulam,Gynaecology,Saturday,14,3,1,0,33.0,0,91,41,0,2,2
District Hospital Ernakulam,Orthopaedics,Friday,14,7,0,0,27.5,1,69,26,0,3,0
District Hospital Ernakulam,Paediatrics,Friday,12,3,0,0,30.2,0,29,10,0,4,0
General Hospital Kollam,Paediatrics,Tuesday,10,6,0,0,34.6,0,76,25,1,4,4
Taluk Hospital Thrissur,Cardiology,Monday,16,10,0,0,34.9,0,37,17,2,0,1
Taluk Hospital Thrissur,Gynaecology,Tuesday,17,1,0,0,25.9,0,36,14,2,2,4
General Hospital Kollam,Gynaecology,Thursday,17,10,0,0,29.9,0,59,28,1,2,3
General Hospital Kollam,Orthopaedics,Monday,11,2,0,0,36.5,0,96,34,1,3,1
Taluk Hospital Thrissur,Gynaecology,Saturday,10,4,1,0,29.7,0,79,30,2,2,2
Taluk Hospital Thrissur,Paediatrics,Monday,13,3,0,0,24.6,0,36,12,2,4,1
Taluk Hospital Thrissur,General OPD,Thursday,13,12,0,0,36.7,0,43,16,2,1,3
District Hospital Ernakulam,Orthopaedics,Thursday,10,5,0,0,32.6,0,77,28,0,3,3
General Hospital Kollam,Cardiology,Saturday,12,5,1,0,35.0,0,61,27,1,0,2
General Hospital Kollam,Paediatrics,Saturday,15,12,1,0,34.8,0,43,17,1,4,2
Taluk Hospital Thrissur,Gynaecology,Friday,16,11,0,0,31.7,0,78,36,2,2,0
District Hospital Ernakulam,Paediatrics,Friday,10,2,0,0,25.1,0,67,23,0,4,0
General Hospital Kollam,Cardiology,Wednesday,17,3,0,0,32.8,0,80,33,1,0,5
District Hospital Ernakulam,Gynaecology,Saturday,16,10,1,0,36.8,0,79,40,0,2,2
District Hospital Ernakulam,Gynaecology,Friday,15,5,0,0,29.3,0,39,18,0,2,0
General Hospital Kollam,Orthopaedics,Wednesday,17,5,0,0,35.3,0,23,7,1,3,5
Taluk Hospital Thrissur,Cardiology,Saturday,17,11,1,0,24.8,0,78,40,2,0,2
District Hospital Ernakulam,Cardiology,Saturday,14,12,1,0,28.9,0,39,18,0,0,2
District Hospital Ernakulam,General OPD,Tuesday,17,9,0,0,34.8,0,33,10,0,1,4
General Hospital Kollam,Paediatrics,Saturday,10,2,1,0,32.1,0,85,29,1,4,2
General Hospital Kollam,Paediatrics,Thursday,8,1,0,0,32.3,0,61,23,1,4,3
General Hospital Kollam,Orthopaedics,Friday,17,5,0,0,24.7,0,78,29,1,3,0
District Hospital Ernakulam,Orthopaedics,Saturday,16,10,1,0,30.0,0,61,20,0,3,2
District Hospital Ernakulam,Orthopaedics,Tuesday,8,5,0,0,29.9,0,43,17,0,3,4
District Hospital Ernakulam,Orthopaedics,Friday,8,10,0,0,35.0,0,39,17,0,3,0
General Hospital Kollam,Cardiology,Friday,17,1,0,0,25.8,0,74,38,1,0,0
District Hospital Ernakulam,Paediatrics,Thursday,10,11,0,0,34.8,0,71,28,0,4,3
General Hospital Kollam,General OPD,Thursday,13,10,0,0,28.9,0,79,21,1,1,3
Taluk Hospital Thrissur,Paediatrics,Tuesday,10,2,0,0,26.1,0,61,26,2,4,4
District Hospital Ernakulam,Paediatrics,Thursday,15,5,0,0,25.9,0,40,15,0,4,3
District Hospital Ernakulam,General OPD,Monday,9,3,0,0,33.9,0,56,15,0,1,1
Taluk Hospital Thrissur,Orthopaedics,Friday,16,11,0,0,37.9,0,20,8,2,3,0
Taluk Hospital Thrissur,General OPD,Monday,15,10,0,0,37.7,0,50,18,2,1,1
Taluk Hospital Thrissur,Cardiology,Tuesday,9,3,0,0,32.3,0,110,48,2,0,4
General Hospital Kollam,Orthopaedics,Thursday,10,12,0,0,35.1,0,104,36,1,3,3
District Hospital Ernakulam,General OPD,Tuesday,9,3,0,0,26.9,0,66,19,0,1,4
District Hospital Ernakulam,Orthopaedics,Tuesday,14,6,0,0,32.2,1,78,31,0,3,4
District Hospital Ernakulam,Gynaecology,Wednesday,10,6,0,0,37.3,1,68,25,0,2,5
Taluk Hospital Thrissur,Cardiology,Friday,13,5,0,0,35.2,0,80,33,2,0,0
General Hospital Kollam,Paediatrics,Wednesday,12,11,0,0,28.0,0,49,16,1,4,5
General Hospital Kollam,Cardiology,Monday,9,3,0,0,26.2,0,95,52,1,0,1
District Hospital Ernakulam,Gynaecology,Friday,15,11,0,0,34.3,0,25,10,0,2,0
District Hospital Ernakulam,Cardiology,Tuesday,12,11,0,0,33.5,0,30,13,0,0,4
General Hospital Kollam,Cardiology,Friday,16,7,0,0,26.4,1,60,26,1,0,0
General Hospital Kollam,Gynaecology,Monday,9,10,0,0,29.4,0,65,31,1,2,1
District Hospital Ernakulam,Orthopaedics,Saturday,11,1,1,0,32.5,0,115,54,0,3,2
District Hospital Ernakulam,Gynaecology,Friday,10,5,0,0,36.5,0,71,35,0,2,0
District Hospital Ernakulam,General OPD,Monday,9,9,0,0,34.0,1,90,30,0,1,1
Taluk Hospital Thrissur,General OPD,Thursday,13,3,0,0,27.6,0,78,27,2,1,3
District Hospital Ernakulam,Orthopaedics,Wednesday,14,1,0,0,31.4,0,72,29,0,3,5
District Hospital Ernakulam,General OPD,Thursday,17,10,0,0,30.3,0,70,23,0,1,3
General Hospital Kollam,Orthopaedics,Tuesday,17,2,0,0,31.5,0,52,20,1,3,4
District Hospital Ernakulam,Gynaecology,Saturday,14,10,1,0,32.1,0,72,31,0,2,2
General Hospital Kollam,Gynaecology,Monday,12,6,0,0,32.1,1,60,21,1,2,1
District Hospital Ernakulam,Cardiology,Wednesday,14,4,0,0,35.3,0,75,38,0,0,5
Taluk Hospital Thrissur,Gynaecology,Saturday,14,12,1,0,26.5,0,43,21,2,2,2
Taluk Hospital Thrissur,Cardiology,Friday,15,3,0,0,27.3,0,56,29,2,0,0
General Hospital Kollam,General OPD,Saturday,16,8,1,0,29.5,0,95,36,1,1,2
General Hospital Kollam,Cardiology,Friday,16,1,0,0,32.1,0,79,32,1,0,0
General Hospital Kollam,General OPD,Monday,9,1,0,0,27.2,0,106,28,1,1,1
General Hospital Kollam,Gynaecology,Thursday,15,7,0,0,25.6,0,52,25,1,2,3
Taluk Hospital Thrissur,Gynaecology,Saturday,15,12,1,0,25.7,0,70,25,2,2,2
District Hospital Ernakulam,Cardiology,Wednesday,14,2,0,0,24.9,0,66,27,0,0,5
Taluk Hospital Thrissur,Orthopaedics,Wednesday,11,11,0,0,32.3,0,98,32,2,3,5
District Hospital Ernakulam,Orthopaedics,Thursday,16,11,0,0,26.7,0,39,15,0,3,3
Taluk Hospital Thrissur,Orthopaedics,Saturday,9,1,1,0,26.8,0,114,54,2,3,2
District Hospital Ernakulam,Paediatrics,Tuesday,8,6,0,0,35.4,0,80,32,0,4,4
District Hospital Ernakulam,Paediatrics,Monday,13,1,0,0,24.6,0,47,20,0,4,1
Taluk Hospital Thrissur,Paediatrics,Thursday,12,2,0,0,24.2,0,61,21,2,4,3
District Hospital Ernakulam,Orthopaedics,Monday,9,12,0,0,36.5,0,110,39,0,3,1
District Hospital Ernakulam,General OPD,Thursday,16,6,0,0,29.6,0,78,26,0,1,3
Taluk Hospital Thrissur,Paediatrics,Monday,16,10,0,0,29.1,0,55,22,2,4,1
District Hospital Ernakulam,Paediatrics,Friday,11,5,0,0,26.0,0,84,33,0,4,0
Taluk Hospital Thrissur,Gynaecology,Thursday,10,7,0,0,30.4,1,74,32,2,2,3
Taluk Hospital Thrissur,Gynaecology,Friday,17,2,0,0,31.4,0,63,29,2,2,0
District Hospital Ernakulam,Gynaecology,Monday,13,1,0,0,35.2,0,47,17,0,2,1
District Hospital Ernakulam,General OPD,Friday,15,7,0,0,33.7,1,31,12,0,1,0
General Hospital Kollam,Paediatrics,Saturday,13,8,1,0,37.5,1,80,33,1,4,2
General Hospital Kollam,Paediatrics,Monday,12,2,0,0,36.0,0,68,29,1,4,1
Taluk Hospital Thrissur,Orthopaedics,Tuesday,9,8,0,0,28.7,1,67,26,2,3,4
District Hospital Ernakulam,Orthopaedics,Saturday,9,11,1,0,25.9,0,83,31,0,3,2
General Hospital Kollam,General OPD,Monday,16,11,0,0,35.7,0,55,15,1,1,1
General Hospital Kollam,Gynaecology,Saturday,17,7,1,0,30.1,1,54,24,1,2,2
District Hospital Ernakulam,Orthopaedics,Friday,17,2,0,0,24.7,0,65,29,0,3,0
District Hospital Ernakulam,Orthopaedics,Wednesday,10,2,0,0,31.7,0,93,34,0,3,5
District Hospital Ernakulam,General OPD,Wednesday,14,9,0,0,24.0,1,38,14,0,1,5
District Hospital Ernakulam,Paediatrics,Monday,17,1,0,0,24.7,0,60,21,0,4,1
Taluk Hospital Thrissur,Orthopaedics,Thursday,12,1,0,0,26.4,0,72,24,2,3,3
District Hospital Ernakulam,Cardiology,Friday,10,9,0,0,28.6,0,100,42,0,0,0
General Hospital Kollam,General OPD,Thursday,16,11,0,0,31.2,0,30,10,1,1,3
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,3,0,0,25.0,0,110,47,2,4,4
District Hospital Ernakulam,General OPD,Thursday,9,1,0,1,28.9,0,105,36,0,1,3
General Hospital Kollam,General OPD,Monday,17,6,0,0,32.5,0,76,28,1,1,1
Taluk Hospital Thrissur,General OPD,Wednesday,10,7,0,0,34.5,1,83,24,2,1,5
District Hospital Ernakulam,General OPD,Friday,10,4,0,0,24.5,0,54,20,0,1,0
Taluk Hospital Thrissur,Orthopaedics,Saturday,8,1,1,0,27.6,0,79,35,2,3,2
Taluk Hospital Thrissur,General OPD,Friday,17,5,0,0,34.0,0,64,19,2,1,0
Taluk Hospital Thrissur,Cardiology,Friday,16,8,0,0,32.3,1,85,45,2,0,0
District Hospital Ernakulam,Cardiology,Friday,12,5,0,0,34.7,0,46,24,0,0,0
General Hospital Kollam,Gynaecology,Saturday,16,3,1,0,26.8,0,54,26,1,2,2
General Hospital Kollam,Cardiology,Saturday,9,1,1,0,28.7,0,74,32,1,0,2
Taluk Hospital Thrissur,Gynaecology,Thursday,11,11,0,0,25.0,0,107,42,2,2,3
Taluk Hospital Thrissur,Orthopaedics,Thursday,12,9,0,0,36.3,1,85,39,2,3,3
District Hospital Ernakulam,Gynaecology,Monday,14,5,0,0,30.1,0,67,28,0,2,1
General Hospital Kollam,Gynaecology,Friday,11,12,0,0,36.5,0,109,48,1,2,0
General Hospital Kollam,Gynaecology,Wednesday,10,6,0,0,27.2,0,101,50,1,2,5
District Hospital Ernakulam,Paediatrics,Tuesday,16,1,0,0,28.7,0,48,19,0,4,4
District Hospital Ernakulam,General OPD,Thursday,13,8,0,0,28.7,1,55,15,0,1,3
Taluk Hospital Thrissur,Cardiology,Saturday,8,10,1,1,31.6,0,76,41,2,0,2
District Hospital Ernakulam,General OPD,Monday,15,11,0,0,28.3,0,21,7,0,1,1
Taluk Hospital Thrissur,General OPD,Tuesday,9,2,0,0,30.5,0,82,32,2,1,4
General Hospital Kollam,Gynaecology,Saturday,8,3,1,0,35.3,0,80,40,1,2,2
Taluk Hospital Thrissur,Paediatrics,Monday,10,3,0,0,24.3,0,95,36,2,4,1
General Hospital Kollam,Orthopaedics,Wednesday,9,11,0,0,38.0,0,107,35,1,3,5
General Hospital Kollam,Cardiology,Thursday,13,10,0,1,36.2,0,43,16,1,0,3
District Hospital Ernakulam,General OPD,Monday,13,2,0,0,27.0,0,66,25,0,1,1
District Hospital Ernakulam,Gynaecology,Wednesday,15,11,0,0,28.8,0,48,18,0,2,5
District Hospital Ernakulam,General OPD,Thursday,11,3,0,0,32.3,0,53,20,0,1,3
Taluk Hospital Thrissur,Gynaecology,Saturday,13,11,1,1,36.8,0,97,46,2,2,2
General Hospital Kollam,General OPD,Monday,14,5,0,0,32.7,0,39,14,1,1,1
General Hospital Kollam,Cardiology,Saturday,17,2,1,0,27.9,0,43,23,1,0,2
General Hospital Kollam,Paediatrics,Monday,16,10,0,0,37.6,0,38,11,1,4,1
Taluk Hospital Thrissur,Orthopaedics,Saturday,17,2,1,0,37.9,0,56,25,2,3,2
Taluk Hospital Thrissur,Cardiology,Friday,13,6,0,0,34.5,0,63,30,2,0,0
General Hospital Kollam,General OPD,Wednesday,14,2,0,0,24.8,0,51,17,1,1,5
Taluk Hospital Thrissur,General OPD,Saturday,8,7,1,0,30.0,0,87,29,2,1,2
General Hospital Kollam,Gynaecology,Thursday,15,8,0,0,24.6,0,35,18,1,2,3
Taluk Hospital Thrissur,Orthopaedics,Saturday,10,12,1,0,33.3,0,101,46,2,3,2
District Hospital Ernakulam,Gynaecology,Saturday,13,4,1,0,24.0,0,66,28,0,2,2
General Hospital Kollam,Orthopaedics,Wednesday,8,4,0,0,32.9,0,73,23,1,3,5
District Hospital Ernakulam,Cardiology,Thursday,13,5,0,0,36.6,0,31,13,0,0,3
District Hospital Ernakulam,Gynaecology,Wednesday,10,10,0,1,32.8,0,112,57,0,2,5
Taluk Hospital Thrissur,Cardiology,Tuesday,11,5,0,0,36.0,0,54,20,2,0,4
General Hospital Kollam,Gynaecology,Monday,14,11,0,0,29.0,0,20,9,1,2,1
Taluk Hospital Thrissur,Gynaecology,Thursday,16,5,0,0,24.2,0,76,38,2,2,3
General Hospital Kollam,Paediatrics,Thursday,15,4,0,0,25.9,0,79,23,1,4,3
Taluk Hospital Thrissur,Orthopaedics,Thursday,13,10,0,0,35.1,0,54,21,2,3,3
Taluk Hospital Thrissur,Cardiology,Monday,10,10,0,0,32.3,0,77,33,2,0,1
District Hospital Ernakulam,General OPD,Tuesday,11,7,0,0,35.3,1,60,23,0,1,4
General Hospital Kollam,Paediatrics,Wednesday,13,9,0,0,25.1,1,59,25,1,4,5
Taluk Hospital Thrissur,Gynaecology,Tuesday,8,8,0,0,25.3,1,40,15,2,2,4
Taluk Hospital Thrissur,General OPD,Tuesday,11,7,0,0,37.4,1,110,38,2,1,4
Taluk Hospital Thrissur,Cardiology,Monday,13,9,0,0,25.7,1,61,31,2,0,1
Taluk Hospital Thrissur,Orthopaedics,Friday,9,7,0,0,34.8,1,73,29,2,3,0
District Hospital Ernakulam,Gynaecology,Friday,9,12,0,0,36.3,0,86,40,0,2,0
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,7,0,0,31.2,0,98,43,2,4,4
District Hospital Ernakulam,Cardiology,Thursday,16,12,0,0,36.0,0,24,11,0,0,3
District Hospital Ernakulam,Gynaecology,Tuesday,16,10,0,0,36.6,0,71,30,0,2,4
District Hospital Ernakulam,Orthopaedics,Monday,9,9,0,0,26.4,0,60,19,0,3,1
General Hospital Kollam,Gynaecology,Tuesday,17,5,0,0,25.8,0,79,38,1,2,4
General Hospital Kollam,Cardiology,Saturday,10,1,1,0,25.2,0,82,38,1,0,2
District Hospital Ernakulam,Cardiology,Saturday,10,12,1,0,31.3,0,72,27,0,0,2
District Hospital Ernakulam,Gynaecology,Friday,11,12,0,0,33.4,0,97,44,0,2,0
General Hospital Kollam,Cardiology,Monday,11,1,0,0,37.1,0,94,37,1,0,1
General Hospital Kollam,Cardiology,Saturday,15,8,1,0,35.9,1,101,39,1,0,2
District Hospital Ernakulam,Cardiology,Monday,10,9,0,0,29.9,0,76,31,0,0,1
General Hospital Kollam,General OPD,Saturday,8,6,1,0,35.1,1,98,31,1,1,2
District Hospital Ernakulam,Orthopaedics,Thursday,17,2,0,0,31.5,0,28,12,0,3,3
Taluk Hospital Thrissur,General OPD,Saturday,10,10,1,0,29.8,0,121,45,2,1,2
Taluk Hospital Thrissur,General OPD,Thursday,12,7,0,0,32.5,0,30,10,2,1,3
Taluk Hospital Thrissur,Cardiology,Monday,8,5,0,0,35.8,0,67,31,2,0,1
District Hospital Ernakulam,General OPD,Friday,14,7,0,0,26.1,1,85,24,0,1,0
General Hospital Kollam,Paediatrics,Thursday,8,9,0,0,29.1,1,53,23,1,4,3
District Hospital Ernakulam,Paediatrics,Thursday,8,7,0,0,33.8,0,25,9,0,4,3
District Hospital Ernakulam,Orthopaedics,Wednesday,8,5,0,0,28.0,0,68,30,0,3,5
District Hospital Ernakulam,General OPD,Thursday,14,7,0,0,33.6,0,32,11,0,1,3
Taluk Hospital Thrissur,Paediatrics,Wednesday,8,5,0,0,32.5,0,30,10,2,4,5
General Hospital Kollam,Cardiology,Thursday,10,7,0,0,25.6,1,69,29,1,0,3
District Hospital Ernakulam,Cardiology,Saturday,13,11,1,0,33.7,0,52,25,0,0,2
General Hospital Kollam,Gynaecology,Friday,8,9,0,0,30.9,0,80,37,1,2,0
General Hospital Kollam,Gynaecology,Thursday,10,11,0,0,34.1,0,108,52,1,2,3
General Hospital Kollam,Gynaecology,Friday,14,5,0,0,26.8,0,41,19,1,2,0
General Hospital Kollam,Orthopaedics,Thursday,10,6,0,0,24.8,1,74,26,1,3,3
General Hospital Kollam,General OPD,Saturday,11,2,1,0,33.9,0,88,33,1,1,2
Taluk Hospital Thrissur,Paediatrics,Thursday,8,6,0,0,27.7,0,69,27,2,4,3
Taluk Hospital Thrissur,Gynaecology,Saturday,12,8,1,0,35.1,1,90,45,2,2,2
District Hospital Ernakulam,Orthopaedics,Tuesday,13,4,0,1,29.2,0,70,33,0,3,4
District Hospital Ernakulam,Paediatrics,Thursday,17,9,0,0,37.5,1,43,18,0,4,3
General Hospital Kollam,General OPD,Tuesday,13,5,0,0,24.3,0,64,24,1,1,4
Taluk Hospital Thrissur,Orthopaedics,Friday,12,9,0,0,35.4,1,55,22,2,3,0
District Hospital Ernakulam,Orthopaedics,Friday,14,7,0,0,35.8,1,84,39,0,3,0
General Hospital Kollam,Paediatrics,Wednesday,10,4,0,0,34.9,0,87,38,1,4,5
District Hospital Ernakulam,Cardiology,Thursday,9,5,0,0,38.0,0,66,32,0,0,3
Taluk Hospital Thrissur,Cardiology,Tuesday,10,7,0,0,25.6,0,106,45,2,0,4
Taluk Hospital Thrissur,General OPD,Thursday,17,7,0,0,33.2,1,36,14,2,1,3
Taluk Hospital Thrissur,General OPD,Monday,16,11,0,0,34.2,0,51,19,2,1,1
District Hospital Ernakulam,Cardiology,Tuesday,9,2,0,0,34.2,0,78,30,0,0,4
Taluk Hospital Thrissur,Orthopaedics,Wednesday,10,4,0,0,35.4,0,92,33,2,3,5
General Hospital Kollam,Paediatrics,Friday,15,5,0,0,35.8,0,61,25,1,4,0
District Hospital Ernakulam,General OPD,Monday,15,4,0,0,37.5,0,75,26,0,1,1
Taluk Hospital Thrissur,General OPD,Saturday,16,7,1,0,28.8,0,44,13,2,1,2
District Hospital Ernakulam,Paediatrics,Thursday,10,10,0,0,29.6,0,70,24,0,4,3
General Hospital Kollam,Paediatrics,Monday,9,5,0,0,33.0,0,52,22,1,4,1
Taluk Hospital Thrissur,Orthopaedics,Tuesday,15,9,0,0,24.3,0,40,16,2,3,4
Taluk Hospital Thrissur,General OPD,Monday,8,3,0,0,36.0,0,31,11,2,1,1
General Hospital Kollam,Orthopaedics,Tuesday,13,8,0,0,35.9,1,57,18,1,3,4
District Hospital Ernakulam,Cardiology,Friday,9,4,0,0,29.6,0,101,49,0,0,0
General Hospital Kollam,Paediatrics,Tuesday,8,4,0,0,26.8,0,59,20,1,4,4
Taluk Hospital Thrissur,Cardiology,Friday,14,3,0,0,24.4,0,61,24,2,0,0
Taluk Hospital Thrissur,Paediatrics,Tuesday,13,3,0,0,29.2,0,59,20,2,4,4
Taluk Hospital Thrissur,Cardiology,Tuesday,10,3,0,0,33.0,0,99,52,2,0,4
General Hospital Kollam,Gynaecology,Tuesday,16,10,0,0,26.4,0,38,15,1,2,4
District Hospital Ernakulam,Cardiology,Wednesday,11,3,0,0,29.9,0,55,25,0,0,5
General Hospital Kollam,Paediatrics,Thursday,9,1,0,0,37.7,0,52,19,1,4,3
District Hospital Ernakulam,Gynaecology,Thursday,9,9,0,0,26.2,0,74,26,0,2,3
General Hospital Kollam,Paediatrics,Monday,10,7,0,0,29.0,0,102,44,1,4,1
General Hospital Kollam,Gynaecology,Saturday,16,11,1,0,33.9,0,89,38,1,2,2
Taluk Hospital Thrissur,Paediatrics,Saturday,12,9,1,0,27.6,1,57,19,2,4,2
District Hospital Ernakulam,Cardiology,Tuesday,11,4,0,0,37.8,0,59,32,0,0,4
Taluk Hospital Thrissur,Gynaecology,Monday,9,10,0,0,27.6,0,59,23,2,2,1
Taluk Hospital Thrissur,Gynaecology,Tuesday,10,3,0,0,37.4,0,75,26,2,2,4
General Hospital Kollam,Gynaecology,Wednesday,11,6,0,0,24.7,1,113,56,1,2,5
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,11,0,0,31.4,0,67,23,2,4,4
District Hospital Ernakulam,Orthopaedics,Monday,11,1,0,0,33.4,0,64,29,0,3,1
District Hospital Ernakulam,General OPD,Saturday,16,6,1,0,24.2,0,49,18,0,1,2
General Hospital Kollam,Paediatrics,Saturday,8,9,1,0,28.0,1,81,33,1,4,2
District Hospital Ernakulam,Orthopaedics,Thursday,9,6,0,0,27.9,1,83,30,0,3,3
Taluk Hospital Thrissur,General OPD,Tuesday,9,6,0,0,30.0,0,54,14,2,1,4
Taluk Hospital Thrissur,Orthopaedics,Wednesday,14,5,0,0,32.0,0,62,20,2,3,5
Taluk Hospital Thrissur,Paediatrics,Friday,11,10,0,0,30.3,0,81,28,2,4,0
General Hospital Kollam,General OPD,Thursday,8,3,0,0,27.6,0,47,18,1,1,3
Taluk Hospital Thrissur,General OPD,Monday,17,11,0,0,25.3,0,66,23,2,1,1
General Hospital Kollam,Orthopaedics,Monday,11,10,0,0,34.5,0,77,35,1,3,1
Taluk Hospital Thrissur,Paediatrics,Thursday,16,10,0,0,30.4,0,22,8,2,4,3
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,3,0,0,30.9,0,80,26,2,4,4
Taluk Hospital Thrissur,Cardiology,Tuesday,15,11,0,0,33.4,0,21,9,2,0,4
District Hospital Ernakulam,Gynaecology,Friday,16,10,0,0,33.1,0,46,18,0,2,0
Taluk Hospital Thrissur,Cardiology,Saturday,17,12,1,0,28.3,0,42,20,2,0,2
Taluk Hospital Thrissur,Paediatrics,Wednesday,12,4,0,0,37.4,0,63,25,2,4,5
Taluk Hospital Thrissur,Orthopaedics,Tuesday,11,2,0,0,24.6,0,57,23,2,3,4
District Hospital Ernakulam,General OPD,Wednesday,15,7,0,0,37.9,1,59,22,0,1,5
District Hospital Ernakulam,Paediatrics,Monday,8,1,0,0,29.9,0,55,19,0,4,1
District Hospital Ernakulam,Orthopaedics,Friday,14,8,0,0,28.2,1,58,27,0,3,0
General Hospital Kollam,Paediatrics,Tuesday,14,6,0,0,33.7,1,84,28,1,4,4
General Hospital Kollam,Paediatrics,Tuesday,13,6,0,0,27.1,1,67,26,1,4,4
District Hospital Ernakulam,Gynaecology,Thursday,17,3,0,0,30.2,0,27,13,0,2,3
Taluk Hospital Thrissur,Orthopaedics,Tuesday,17,12,0,0,27.1,0,33,10,2,3,4
District Hospital Ernakulam,Gynaecology,Thursday,8,3,0,0,28.9,0,30,13,0,2,3
District Hospital Ernakulam,Paediatrics,Saturday,11,7,1,0,27.3,1,95,36,0,4,2
Taluk Hospital Thrissur,Gynaecology,Friday,17,6,0,0,29.5,0,46,21,2,2,0
General Hospital Kollam,Orthopaedics,Wednesday,12,5,0,0,27.1,0,65,23,1,3,5
General Hospital Kollam,Orthopaedics,Friday,9,7,0,0,37.0,1,108,45,1,3,0
Taluk Hospital Thrissur,Orthopaedics,Wednesday,17,8,0,0,27.2,0,76,29,2,3,5
General Hospital Kollam,Gynaecology,Saturday,16,3,1,0,27.1,0,72,29,1,2,2
District Hospital Ernakulam,Cardiology,Friday,15,12,0,0,37.8,0,62,32,0,0,0
Taluk Hospital Thrissur,Gynaecology,Friday,12,2,0,0,26.2,0,20,10,2,2,0
Taluk Hospital Thrissur,Paediatrics,Tuesday,8,12,0,0,25.6,0,50,20,2,4,4
District Hospital Ernakulam,Orthopaedics,Wednesday,16,6,0,0,28.0,0,46,17,0,3,5
District Hospital Ernakulam,Gynaecology,Tuesday,10,1,0,0,24.1,0,69,27,0,2,4
District Hospital Ernakulam,Orthopaedics,Thursday,9,3,0,0,32.6,0,86,28,0,3,3
General Hospital Kollam,Cardiology,Saturday,13,2,1,0,34.9,0,48,24,1,0,2
District Hospital Ernakulam,Orthopaedics,Thursday,13,9,0,0,32.3,1,67,25,0,3,3
Taluk Hospital Thrissur,Paediatrics,Monday,16,7,0,0,25.1,1,43,18,2,4,1
District Hospital Ernakulam,Orthopaedics,Friday,12,4,0,0,33.7,0,45,17,0,3,0
General Hospital Kollam,General OPD,Tuesday,16,9,0,0,24.7,1,86,25,1,1,4
District Hospital Ernakulam,Cardiology,Saturday,10,1,1,0,27.5,0,84,38,0,0,2
General Hospital Kollam,Orthopaedics,Thursday,11,11,0,0,24.3,0,64,27,1,3,3
Taluk Hospital Thrissur,Gynaecology,Thursday,16,12,0,0,33.4,0,62,25,2,2,3
Taluk Hospital Thrissur,General OPD,Monday,16,11,0,0,34.0,0,77,21,2,1,1
District Hospital Ernakulam,Paediatrics,Friday,8,3,0,0,33.2,0,61,23,0,4,0
District Hospital Ernakulam,Paediatrics,Wednesday,9,8,0,0,26.6,1,73,30,0,4,5
General Hospital Kollam,Cardiology,Tuesday,16,6,0,0,26.3,0,59,32,1,0,4
District Hospital Ernakulam,Paediatrics,Wednesday,10,8,0,0,28.7,0,109,44,0,4,5
General Hospital Kollam,Cardiology,Tuesday,16,3,0,0,35.1,0,20,7,1,0,4
General Hospital Kollam,Orthopaedics,Thursday,17,2,0,0,26.9,0,20,7,1,3,3
General Hospital Kollam,Cardiology,Wednesday,14,8,0,1,24.9,0,82,44,1,0,5
District Hospital Ernakulam,Orthopaedics,Monday,15,7,0,0,34.9,0,42,18,0,3,1
District Hospital Ernakulam,Cardiology,Saturday,8,3,1,0,33.0,0,48,18,0,0,2
General Hospital Kollam,Cardiology,Saturday,17,9,1,0,27.6,1,60,22,1,0,2
District Hospital Ernakulam,Cardiology,Monday,10,9,0,0,30.4,0,101,48,0,0,1
Taluk Hospital Thrissur,General OPD,Monday,15,12,0,0,37.4,0,62,23,2,1,1
District Hospital Ernakulam,General OPD,Wednesday,8,8,0,0,36.3,1,83,24,0,1,5
Taluk Hospital Thrissur,Paediatrics,Saturday,9,8,1,0,32.9,1,127,42,2,4,2
General Hospital Kollam,Gynaecology,Friday,10,5,0,0,29.4,0,90,39,1,2,0
Taluk Hospital Thrissur,Paediatrics,Tuesday,15,11,0,0,28.8,0,75,32,2,4,4
General Hospital Kollam,Cardiology,Wednesday,17,1,0,1,37.4,0,90,45,1,0,5
District Hospital Ernakulam,Paediatrics,Friday,12,12,0,0,36.8,0,66,26,0,4,0
General Hospital Kollam,Paediatrics,Tuesday,11,8,0,0,34.8,1,71,21,1,4,4
General Hospital Kollam,General OPD,Monday,9,9,0,0,37.5,1,104,32,1,1,1
