hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes
District Hospital Ernakulam,Gynaecology,Wednesday,10,6,0,0,37.3,1,68,25
Taluk Hospital Thrissur,Cardiology,Friday,13,5,0,0,35.2,0,80,33
General Hospital Kollam,Paediatrics,Wednesday,12,11,0,0,28.0,0,49,16
General Hospital Kollam,Cardiology,Monday,9,3,0,0,26.2,0,95,52
District Hospital Ernakulam,Gynaecology,Friday,15,11,0,0,34.3,0,25,10
District Hospital Ernakulam,Cardiology,Tuesday,12,11,0,0,33.5,0,30,13
General Hospital Kollam,Cardiology,Friday,16,7,0,0,26.4,1,60,26
General Hospital Kollam,Gynaecology,Monday,9,10,0,0,29.4,0,65,31
District Hospital Ernakulam,Orthopaedics,Saturday,11,1,1,0,32.5,0,115,54
District Hospital Ernakulam,Gynaecology,Friday,10,5,0,0,36.5,0,71,35
District Hospital Ernakulam,General OPD,Monday,9,9,0,0,34.0,1,90,30
Taluk Hospital Thrissur,General OPD,Thursday,13,3,0,0,27.6,0,78,27
District Hospital Ernakulam,Orthopaedics,Wednesday,14,1,0,0,31.4,0,72,29
District Hospital Ernakulam,General OPD,Thursday,17,10,0,0,30.3,0,70,23
General Hospital Kollam,Orthopaedics,Tuesday,17,2,0,0,31.5,0,52,20
District Hospital Ernakulam,Gynaecology,Saturday,14,10,1,0,32.1,0,72,31
General Hospital Kollam,Gynaecology,Monday,12,6,0,0,32.1,1,60,21
District Hospital Ernakulam,Cardiology,Wednesday,14,4,0,0,35.3,0,75,38
Taluk Hospital Thrissur,Gynaecology,Saturday,14,12,1,0,26.5,0,43,21
Taluk Hospital Thrissur,Cardiology,Friday,15,3,0,0,27.3,0,56,29
General Hospital Kollam,General OPD,Saturday,16,8,1,0,29.5,0,95,36
General Hospital Kollam,Cardiology,Friday,16,1,0,0,32.1,0,79,32
General Hospital Kollam,General OPD,Monday,9,1,0,0,27.2,0,106,28
General Hospital Kollam,Gynaecology,Thursday,15,7,0,0,25.6,0,52,25
Taluk Hospital Thrissur,Gynaecology,Saturday,15,12,1,0,25.7,0,70,25
District Hospital Ernakulam,Cardiology,Wednesday,14,2,0,0,24.9,0,66,27
Taluk Hospital Thrissur,Orthopaedics,Wednesday,11,11,0,0,32.3,0,98,32
District Hospital Ernakulam,Orthopaedics,Thursday,16,11,0,0,26.7,0,39,15
Taluk Hospital Thrissur,Orthopaedics,Saturday,9,1,1,0,26.8,0,114,54
District Hospital Ernakulam,Paediatrics,Tuesday,8,6,0,0,35.4,0,80,32
District Hospital Ernakulam,Paediatrics,Monday,13,1,0,0,24.6,0,47,20
Taluk Hospital Thrissur,Paediatrics,Thursday,12,2,0,0,24.2,0,61,21
District Hospital Ernakulam,Orthopaedics,Monday,9,12,0,0,36.5,0,110,39
District Hospital Ernakulam,General OPD,Thursday,16,6,0,0,29.6,0,78,26
Taluk Hospital Thrissur,Paediatrics,Monday,16,10,0,0,29.1,0,55,22
District Hospital Ernakulam,Paediatrics,Friday,11,5,0,0,26.0,0,84,33
Taluk Hospital Thrissur,Gynaecology,Thursday,10,7,0,0,30.4,1,74,32
Taluk Hospital Thrissur,Gynaecology,Friday,17,2,0,0,31.4,0,63,29
District Hospital Ernakulam,Gynaecology,Monday,13,1,0,0,35.2,0,47,17
District Hospital Ernakulam,General OPD,Friday,15,7,0,0,33.7,1,31,12
General Hospital Kollam,Paediatrics,Saturday,13,8,1,0,37.5,1,80,33
General Hospital Kollam,Paediatrics,Monday,12,2,0,0,36.0,0,68,29
Taluk Hospital Thrissur,Orthopaedics,Tuesday,9,8,0,0,28.7,1,67,26
District Hospital Ernakulam,Orthopaedics,Saturday,9,11,1,0,25.9,0,83,31
General Hospital Kollam,General OPD,Monday,16,11,0,0,35.7,0,55,15
General Hospital Kollam,Gynaecology,Saturday,17,7,1,0,30.1,1,54,24
District Hospital Ernakulam,Orthopaedics,Friday,17,2,0,0,24.7,0,65,29
District Hospital Ernakulam,Orthopaedics,Wednesday,10,2,0,0,31.7,0,93,34
District Hospital Ernakulam,General OPD,Wednesday,14,9,0,0,24.0,1,38,14
District Hospital Ernakulam,Paediatrics,Monday,17,1,0,0,24.7,0,60,21
Taluk Hospital Thrissur,Orthopaedics,Thursday,12,1,0,0,26.4,0,72,24
District Hospital Ernakulam,Cardiology,Friday,10,9,0,0,28.6,0,100,42
General Hospital Kollam,General OPD,Thursday,16,11,0,0,31.2,0,30,10
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,3,0,0,25.0,0,110,47
District Hospital Ernakulam,General OPD,Thursday,9,1,0,1,28.9,0,105,36
General Hospital Kollam,General OPD,Monday,17,6,0,0,32.5,0,76,28
Taluk Hospital Thrissur,General OPD,Wednesday,10,7,0,0,34.5,1,83,24
District Hospital Ernakulam,General OPD,Friday,10,4,0,0,24.5,0,54,20
Taluk Hospital Thrissur,Orthopaedics,Saturday,8,1,1,0,27.6,0,79,35
Taluk Hospital Thrissur,General OPD,Friday,17,5,0,0,34.0,0,64,19
Taluk Hospital Thrissur,Cardiology,Friday,16,8,0,0,32.3,1,85,45
District Hospital Ernakulam,Cardiology,Friday,12,5,0,0,34.7,0,46,24
General Hospital Kollam,Gynaecology,Saturday,16,3,1,0,26.8,0,54,26
General Hospital Kollam,Cardiology,Saturday,9,1,1,0,28.7,0,74,32
Taluk Hospital Thrissur,Gynaecology,Thursday,11,11,0,0,25.0,0,107,42
Taluk Hospital Thrissur,Orthopaedics,Thursday,12,9,0,0,36.3,1,85,39
District Hospital Ernakulam,Gynaecology,Monday,14,5,0,0,30.1,0,67,28
General Hospital Kollam,Gynaecology,Friday,11,12,0,0,36.5,0,109,48
General Hospital Kollam,Gynaecology,Wednesday,10,6,0,0,27.2,0,101,50
District Hospital Ernakulam,Paediatrics,Tuesday,16,1,0,0,28.7,0,48,19
District Hospital Ernakulam,General OPD,Thursday,13,8,0,0,28.7,1,55,15
Taluk Hospital Thrissur,Cardiology,Saturday,8,10,1,1,31.6,0,76,41
District Hospital Ernakulam,General OPD,Monday,15,11,0,0,28.3,0,21,7
Taluk Hospital Thrissur,General OPD,Tuesday,9,2,0,0,30.5,0,82,32
General Hospital Kollam,Gynaecology,Saturday,8,3,1,0,35.3,0,80,40
Taluk Hospital Thrissur,Paediatrics,Monday,10,3,0,0,24.3,0,95,36
General Hospital Kollam,Orthopaedics,Wednesday,9,11,0,0,38.0,0,107,35
General Hospital Kollam,Cardiology,Thursday,13,10,0,1,36.2,0,43,16
District Hospital Ernakulam,General OPD,Monday,13,2,0,0,27.0,0,66,25
District Hospital Ernakulam,Gynaecology,Wednesday,15,11,0,0,28.8,0,48,18
District Hospital Ernakulam,General OPD,Thursday,11,3,0,0,32.3,0,53,20
Taluk Hospital Thrissur,Gynaecology,Saturday,13,11,1,1,36.8,0,97,46
General Hospital Kollam,General OPD,Monday,14,5,0,0,32.7,0,39,14
General Hospital Kollam,Cardiology,Saturday,17,2,1,0,27.9,0,43,23
General Hospital Kollam,Paediatrics,Monday,16,10,0,0,37.6,0,38,11
Taluk Hospital Thrissur,Orthopaedics,Saturday,17,2,1,0,37.9,0,56,25
Taluk Hospital Thrissur,Cardiology,Friday,13,6,0,0,34.5,0,63,30
General Hospital Kollam,General OPD,Wednesday,14,2,0,0,24.8,0,51,17
Taluk Hospital Thrissur,General OPD,Saturday,8,7,1,0,30.0,0,87,29
General Hospital Kollam,Gynaecology,Thursday,15,8,0,0,24.6,0,35,18
Taluk Hospital Thrissur,Orthopaedics,Saturday,10,12,1,0,33.3,0,101,46
District Hospital Ernakulam,Gynaecology,Saturday,13,4,1,0,24.0,0,66,28
General Hospital Kollam,Orthopaedics,Wednesday,8,4,0,0,32.9,0,73,23
District Hospital Ernakulam,Cardiology,Thursday,13,5,0,0,36.6,0,31,13
District Hospital Ernakulam,Gynaecology,Wednesday,10,10,0,1,32.8,0,112,57
Taluk Hospital Thrissur,Cardiology,Tuesday,11,5,0,0,36.0,0,54,20
General Hospital Kollam,Gynaecology,Monday,14,11,0,0,29.0,0,20,9
Taluk Hospital Thrissur,Gynaecology,Thursday,16,5,0,0,24.2,0,76,38
General Hospital Kollam,Paediatrics,Thursday,15,4,0,0,25.9,0,79,23
Taluk Hospital Thrissur,Orthopaedics,Thursday,13,10,0,0,35.1,0,54,21
Taluk Hospital Thrissur,Cardiology,Monday,10,10,0,0,32.3,0,77,33
District Hospital Ernakulam,General OPD,Tuesday,11,7,0,0,35.3,1,60,23
General Hospital Kollam,Paediatrics,Wednesday,13,9,0,0,25.1,1,59,25
Taluk Hospital Thrissur,Gynaecology,Tuesday,8,8,0,0,25.3,1,40,15
Taluk Hospital Thrissur,General OPD,Tuesday,11,7,0,0,37.4,1,110,38
Taluk Hospital Thrissur,Cardiology,Monday,13,9,0,0,25.7,1,61,31
Taluk Hospital Thrissur,Orthopaedics,Friday,9,7,0,0,34.8,1,73,29
District Hospital Ernakulam,Gynaecology,Friday,9,12,0,0,36.3,0,86,40
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,7,0,0,31.2,0,98,43
District Hospital Ernakulam,Cardiology,Thursday,16,12,0,0,36.0,0,24,11
District Hospital Ernakulam,Gynaecology,Tuesday,16,10,0,0,36.6,0,71,30
District Hospital Ernakulam,Orthopaedics,Monday,9,9,0,0,26.4,0,60,19
General Hospital Kollam,Gynaecology,Tuesday,17,5,0,0,25.8,0,79,38
General Hospital Kollam,Cardiology,Saturday,10,1,1,0,25.2,0,82,38
District Hospital Ernakulam,Cardiology,Saturday,10,12,1,0,31.3,0,72,27
District Hospital Ernakulam,Gynaecology,Friday,11,12,0,0,33.4,0,97,44
General Hospital Kollam,Cardiology,Monday,11,1,0,0,37.1,0,94,37
General Hospital Kollam,Cardiology,Saturday,15,8,1,0,35.9,1,101,39
District Hospital Ernakulam,Cardiology,Monday,10,9,0,0,29.9,0,76,31
General Hospital Kollam,General OPD,Saturday,8,6,1,0,35.1,1,98,31
District Hospital Ernakulam,Orthopaedics,Thursday,17,2,0,0,31.5,0,28,12
Taluk Hospital Thrissur,General OPD,Saturday,10,10,1,0,29.8,0,121,45
Taluk Hospital Thrissur,General OPD,Thursday,12,7,0,0,32.5,0,30,10
Taluk Hospital Thrissur,Cardiology,Monday,8,5,0,0,35.8,0,67,31
District Hospital Ernakulam,General OPD,Friday,14,7,0,0,26.1,1,85,24
General Hospital Kollam,Paediatrics,Thursday,8,9,0,0,29.1,1,53,23
District Hospital Ernakulam,Paediatrics,Thursday,8,7,0,0,33.8,0,25,9
District Hospital Ernakulam,Orthopaedics,Wednesday,8,5,0,0,28.0,0,68,30
District Hospital Ernakulam,General OPD,Thursday,14,7,0,0,33.6,0,32,11
Taluk Hospital Thrissur,Paediatrics,Wednesday,8,5,0,0,32.5,0,30,10
General Hospital Kollam,Cardiology,Thursday,10,7,0,0,25.6,1,69,29
District Hospital Ernakulam,Cardiology,Saturday,13,11,1,0,33.7,0,52,25
General Hospital Kollam,Gynaecology,Friday,8,9,0,0,30.9,0,80,37
General Hospital Kollam,Gynaecology,Thursday,10,11,0,0,34.1,0,108,52
General Hospital Kollam,Gynaecology,Friday,14,5,0,0,26.8,0,41,19
General Hospital Kollam,Orthopaedics,Thursday,10,6,0,0,24.8,1,74,26
General Hospital Kollam,General OPD,Saturday,11,2,1,0,33.9,0,88,33
Taluk Hospital Thrissur,Paediatrics,Thursday,8,6,0,0,27.7,0,69,27
Taluk Hospital Thrissur,Gynaecology,Saturday,12,8,1,0,35.1,1,90,45
District Hospital Ernakulam,Orthopaedics,Tuesday,13,4,0,1,29.2,0,70,33
District Hospital Ernakulam,Paediatrics,Thursday,17,9,0,0,37.5,1,43,18
General Hospital Kollam,General OPD,Tuesday,13,5,0,0,24.3,0,64,24
Taluk Hospital Thrissur,Orthopaedics,Friday,12,9,0,0,35.4,1,55,22
District Hospital Ernakulam,Orthopaedics,Friday,14,7,0,0,35.8,1,84,39
General Hospital Kollam,Paediatrics,Wednesday,10,4,0,0,34.9,0,87,38
District Hospital Ernakulam,Cardiology,Thursday,9,5,0,0,38.0,0,66,32
Taluk Hospital Thrissur,Cardiology,Tuesday,10,7,0,0,25.6,0,106,45
Taluk Hospital Thrissur,General OPD,Thursday,17,7,0,0,33.2,1,36,14
Taluk Hospital Thrissur,General OPD,Monday,16,11,0,0,34.2,0,51,19
District Hospital Ernakulam,Cardiology,Tuesday,9,2,0,0,34.2,0,78,30
Taluk Hospital Thrissur,Orthopaedics,Wednesday,10,4,0,0,35.4,0,92,33
General Hospital Kollam,Paediatrics,Friday,15,5,0,0,35.8,0,61,25
District Hospital Ernakulam,General OPD,Monday,15,4,0,0,37.5,0,75,26
Taluk Hospital Thrissur,General OPD,Saturday,16,7,1,0,28.8,0,44,13
District Hospital Ernakulam,Paediatrics,Thursday,10,10,0,0,29.6,0,70,24
General Hospital Kollam,Paediatrics,Monday,9,5,0,0,33.0,0,52,22
Taluk Hospital Thrissur,Orthopaedics,Tuesday,15,9,0,0,24.3,0,40,16
Taluk Hospital Thrissur,General OPD,Monday,8,3,0,0,36.0,0,31,11
General Hospital Kollam,Orthopaedics,Tuesday,13,8,0,0,35.9,1,57,18
District Hospital Ernakulam,Cardiology,Friday,9,4,0,0,29.6,0,101,49
General Hospital Kollam,Paediatrics,Tuesday,8,4,0,0,26.8,0,59,20
Taluk Hospital Thrissur,Cardiology,Friday,14,3,0,0,24.4,0,61,24
Taluk Hospital Thrissur,Paediatrics,Tuesday,13,3,0,0,29.2,0,59,20
Taluk Hospital Thrissur,Cardiology,Tuesday,10,3,0,0,33.0,0,99,52
General Hospital Kollam,Gynaecology,Tuesday,16,10,0,0,26.4,0,38,15
District Hospital Ernakulam,Cardiology,Wednesday,11,3,0,0,29.9,0,55,25
General Hospital Kollam,Paediatrics,Thursday,9,1,0,0,37.7,0,52,19
District Hospital Ernakulam,Gynaecology,Thursday,9,9,0,0,26.2,0,74,26
General Hospital Kollam,Paediatrics,Monday,10,7,0,0,29.0,0,102,44
General Hospital Kollam,Gynaecology,Saturday,16,11,1,0,33.9,0,89,38
Taluk Hospital Thrissur,Paediatrics,Saturday,12,9,1,0,27.6,1,57,19
District Hospital Ernakulam,Cardiology,Tuesday,11,4,0,0,37.8,0,59,32
Taluk Hospital Thrissur,Gynaecology,Monday,9,10,0,0,27.6,0,59,23
Taluk Hospital Thrissur,Gynaecology,Tuesday,10,3,0,0,37.4,0,75,26
General Hospital Kollam,Gynaecology,Wednesday,11,6,0,0,24.7,1,113,56
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,11,0,0,31.4,0,67,23
District Hospital Ernakulam,Orthopaedics,Monday,11,1,0,0,33.4,0,64,29
District Hospital Ernakulam,General OPD,Saturday,16,6,1,0,24.2,0,49,18
General Hospital Kollam,Paediatrics,Saturday,8,9,1,0,28.0,1,81,33
District Hospital Ernakulam,Orthopaedics,Thursday,9,6,0,0,27.9,1,83,30
Taluk Hospital Thrissur,General OPD,Tuesday,9,6,0,0,30.0,0,54,14
Taluk Hospital Thrissur,Orthopaedics,Wednesday,14,5,0,0,32.0,0,62,20
Taluk Hospital Thrissur,Paediatrics,Friday,11,10,0,0,30.3,0,81,28
General Hospital Kollam,General OPD,Thursday,8,3,0,0,27.6,0,47,18
Taluk Hospital Thrissur,General OPD,Monday,17,11,0,0,25.3,0,66,23
General Hospital Kollam,Orthopaedics,Monday,11,10,0,0,34.5,0,77,35
Taluk Hospital Thrissur,Paediatrics,Thursday,16,10,0,0,30.4,0,22,8
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,3,0,0,30.9,0,80,26
Taluk Hospital Thrissur,Cardiology,Tuesday,15,11,0,0,33.4,0,21,9
District Hospital Ernakulam,Gynaecology,Friday,16,10,0,0,33.1,0,46,18
Taluk Hospital Thrissur,Cardiology,Saturday,17,12,1,0,28.3,0,42,20
Taluk Hospital Thrissur,Paediatrics,Wednesday,12,4,0,0,37.4,0,63,25
Taluk Hospital Thrissur,Orthopaedics,Tuesday,11,2,0,0,24.6,0,57,23
District Hospital Ernakulam,General OPD,Wednesday,15,7,0,0,37.9,1,59,22
District Hospital Ernakulam,Paediatrics,Monday,8,1,0,0,29.9,0,55,19
District Hospital Ernakulam,Orthopaedics,Friday,14,8,0,0,28.2,1,58,27
General Hospital Kollam,Paediatrics,Tuesday,14,6,0,0,33.7,1,84,28
General Hospital Kollam,Paediatrics,Tuesday,13,6,0,0,27.1,1,67,26
District Hospital Ernakulam,Gynaecology,Thursday,17,3,0,0,30.2,0,27,13
Taluk Hospital Thrissur,Orthopaedics,Tuesday,17,12,0,0,27.1,0,33,10
District Hospital Ernakulam,Gynaecology,Thursday,8,3,0,0,28.9,0,30,13
District Hospital Ernakulam,Paediatrics,Saturday,11,7,1,0,27.3,1,95,36
Taluk Hospital Thrissur,Gynaecology,Friday,17,6,0,0,29.5,0,46,21
General Hospital Kollam,Orthopaedics,Wednesday,12,5,0,0,27.1,0,65,23
General Hospital Kollam,Orthopaedics,Friday,9,7,0,0,37.0,1,108,45
Taluk Hospital Thrissur,Orthopaedics,Wednesday,17,8,0,0,27.2,0,76,29
General Hospital Kollam,Gynaecology,Saturday,16,3,1,0,27.1,0,72,29
District Hospital Ernakulam,Cardiology,Friday,15,12,0,0,37.8,0,62,32
Taluk Hospital Thrissur,Gynaecology,Friday,12,2,0,0,26.2,0,20,10
Taluk Hospital Thrissur,Paediatrics,Tuesday,8,12,0,0,25.6,0,50,20
District Hospital Ernakulam,Orthopaedics,Wednesday,16,6,0,0,28.0,0,46,17
District Hospital Ernakulam,Gynaecology,Tuesday,10,1,0,0,24.1,0,69,27
District Hospital Ernakulam,Orthopaedics,Thursday,9,3,0,0,32.6,0,86,28
General Hospital Kollam,Cardiology,Saturday,13,2,1,0,34.9,0,48,24
District Hospital Ernakulam,Orthopaedics,Thursday,13,9,0,0,32.3,1,67,25
Taluk Hospital Thrissur,Paediatrics,Monday,16,7,0,0,25.1,1,43,18
District Hospital Ernakulam,Orthopaedics,Friday,12,4,0,0,33.7,0,45,17
General Hospital Kollam,General OPD,Tuesday,16,9,0,0,24.7,1,86,25
District Hospital Ernakulam,Cardiology,Saturday,10,1,1,0,27.5,0,84,38
General Hospital Kollam,Orthopaedics,Thursday,11,11,0,0,24.3,0,64,27
Taluk Hospital Thrissur,Gynaecology,Thursday,16,12,0,0,33.4,0,62,25
Taluk Hospital Thrissur,General OPD,Monday,16,11,0,0,34.0,0,77,21
District Hospital Ernakulam,Paediatrics,Friday,8,3,0,0,33.2,0,61,23
District Hospital Ernakulam,Paediatrics,Wednesday,9,8,0,0,26.6,1,73,30
General Hospital Kollam,Cardiology,Tuesday,16,6,0,0,26.3,0,59,32
District Hospital Ernakulam,Paediatrics,Wednesday,10,8,0,0,28.7,0,109,44
General Hospital Kollam,Cardiology,Tuesday,16,3,0,0,35.1,0,20,7
General Hospital Kollam,Orthopaedics,Thursday,17,2,0,0,26.9,0,20,7
General Hospital Kollam,Cardiology,Wednesday,14,8,0,1,24.9,0,82,44
District Hospital Ernakulam,Orthopaedics,Monday,15,7,0,0,34.9,0,42,18
District Hospital Ernakulam,Cardiology,Saturday,8,3,1,0,33.0,0,48,18
General Hospital Kollam,Cardiology,Saturday,17,9,1,0,27.6,1,60,22
District Hospital Ernakulam,Cardiology,Monday,10,9,0,0,30.4,0,101,48
Taluk Hospital Thrissur,General OPD,Monday,15,12,0,0,37.4,0,62,23
District Hospital Ernakulam,General OPD,Wednesday,8,8,0,0,36.3,1,83,24
Taluk Hospital Thrissur,Paediatrics,Saturday,9,8,1,0,32.9,1,127,42
General Hospital Kollam,Gynaecology,Friday,10,5,0,0,29.4,0,90,39
Taluk Hospital Thrissur,Paediatrics,Tuesday,15,11,0,0,28.8,0,75,32
General Hospital Kollam,Cardiology,Wednesday,17,1,0,1,37.4,0,90,45
District Hospital Ernakulam,Paediatrics,Friday,12,12,0,0,36.8,0,66,26
General Hospital Kollam,Paediatrics,Tuesday,11,8,0,0,34.8,1,71,21
General Hospital Kollam,General OPD,Monday,9,9,0,0,37.5,1,104,32
Taluk Hospital Thrissur,Gynaecology,Thursday,17,1,0,0,36.8,0,77,27
General Hospital Kollam,Paediatrics,Wednesday,8,11,0,0,32.4,0,42,12
Taluk Hospital Thrissur,Gynaecology,Wednesday,13,3,0,0,28.5,0,76,38
General Hospital Kollam,Paediatrics,Monday,10,3,0,0,36.7,0,110,38
District Hospital Ernakulam,Cardiology,Tuesday,16,8,0,0,26.3,1,48,19
General Hospital Kollam,Paediatrics,Tuesday,14,11,0,0,33.6,0,36,13
Taluk Hospital Thrissur,Paediatrics,Tuesday,11,12,0,0,24.0,0,84,34
General Hospital Kollam,Orthopaedics,Wednesday,12,8,0,0,24.3,1,63,25
Taluk Hospital Thrissur,Gynaecology,Wednesday,8,5,0,0,24.3,0,30,10
District Hospital Ernakulam,Gynaecology,Saturday,14,9,1,0,28.9,0,90,36
Taluk Hospital Thrissur,Paediatrics,Thursday,12,10,0,0,36.7,0,45,16
Taluk Hospital Thrissur,Cardiology,Tuesday,17,12,0,0,29.8,0,37,15
District Hospital Ernakulam,Paediatrics,Wednesday,10,3,0,0,31.9,0,51,18
District Hospital Ernakulam,Orthopaedics,Friday,9,3,0,0,32.5,0,51,21
Taluk Hospital Thrissur,Cardiology,Tuesday,17,5,0,0,25.0,0,79,42
District Hospital Ernakulam,Cardiology,Monday,10,10,0,0,28.4,0,92,46
District Hospital Ernakulam,Cardiology,Thursday,11,8,0,0,34.1,1,86,34
Taluk Hospital Thrissur,Orthopaedics,Saturday,10,1,1,0,29.3,0,86,36
Taluk Hospital Thrissur,Gynaecology,Monday,16,6,0,0,26.7,0,34,15
General Hospital Kollam,General OPD,Wednesday,17,9,0,0,35.9,0,30,8
Taluk Hospital Thrissur,General OPD,Tuesday,10,2,0,0,26.4,0,54,17
District Hospital Ernakulam,Gynaecology,Saturday,9,12,1,0,31.5,0,120,50
District Hospital Ernakulam,Gynaecology,Thursday,14,5,0,0,25.5,0,57,20
District Hospital Ernakulam,Orthopaedics,Friday,16,1,0,0,28.3,0,39,17
Taluk Hospital Thrissur,General OPD,Monday,14,3,0,0,37.0,0,78,30
District Hospital Ernakulam,Gynaecology,Thursday,11,6,0,0,28.6,0,74,33
District Hospital Ernakulam,Paediatrics,Saturday,12,12,1,0,32.3,0,81,25
District Hospital Ernakulam,Cardiology,Monday,17,3,0,0,37.0,0,71,28
General Hospital Kollam,Cardiology,Tuesday,8,5,0,0,24.9,0,38,15
District Hospital Ernakulam,Gynaecology,Tuesday,9,5,0,0,30.8,0,82,41
Taluk Hospital Thrissur,General OPD,Monday,15,10,0,0,26.1,0,68,21
Taluk Hospital Thrissur,Gynaecology,Friday,12,10,0,0,31.4,0,61,22
Taluk Hospital Thrissur,Cardiology,Monday,16,1,0,0,27.1,0,47,21
General Hospital Kollam,Cardiology,Saturday,8,1,1,0,28.9,0,47,24
Taluk Hospital Thrissur,Orthopaedics,Tuesday,16,7,0,0,36.2,1,70,22
General Hospital Kollam,Orthopaedics,Tuesday,16,4,0,0,33.9,0,79,29
Taluk Hospital Thrissur,Cardiology,Thursday,17,3,0,0,34.9,0,69,33
General Hospital Kollam,Paediatrics,Thursday,16,12,0,0,26.3,0,49,19
General Hospital Kollam,Cardiology,Tuesday,16,4,0,0,31.0,0,77,34
General Hospital Kollam,Cardiology,Thursday,14,12,0,0,31.1,0,60,23
Taluk Hospital Thrissur,Gynaecology,Thursday,10,7,0,0,25.5,1,79,40
General Hospital Kollam,General OPD,Monday,11,3,0,0,31.1,0,60,17
General Hospital Kollam,Gynaecology,Tuesday,9,11,0,0,35.9,0,96,49
District Hospital Ernakulam,Cardiology,Thursday,17,12,0,0,24.9,0,50,21
Taluk Hospital Thrissur,General OPD,Thursday,15,8,0,0,25.3,1,78,27
District Hospital Ernakulam,Gynaecology,Tuesday,8,11,0,0,31.3,0,74,34
District Hospital Ernakulam,Cardiology,Monday,17,3,0,0,32.5,0,46,18
Taluk Hospital Thrissur,General OPD,Wednesday,17,7,0,0,35.9,0,54,19
District Hospital Ernakulam,Paediatrics,Tuesday,8,12,0,0,34.2,0,64,22
District Hospital Ernakulam,Paediatrics,Friday,14,3,0,0,36.2,0,56,23
General Hospital Kollam,Orthopaedics,Thursday,11,5,0,0,31.1,0,86,39
General Hospital Kollam,Orthopaedics,Wednesday,11,10,0,0,33.4,0,90,37
District Hospital Ernakulam,Orthopaedics,Tuesday,17,10,0,0,30.2,0,60,23
Taluk Hospital Thrissur,Paediatrics,Thursday,17,5,0,0,34.7,0,56,21
District Hospital Ernakulam,General OPD,Friday,8,9,0,0,32.3,1,73,24
Taluk Hospital Thrissur,Orthopaedics,Saturday,17,10,1,0,29.7,0,39,18
General Hospital Kollam,Gynaecology,Friday,12,2,0,0,30.5,0,38,18
Taluk Hospital Thrissur,Orthopaedics,Tuesday,14,12,0,0,31.5,0,54,18
District Hospital Ernakulam,Orthopaedics,Friday,16,1,0,0,28.1,0,20,8
General Hospital Kollam,Gynaecology,Thursday,8,6,0,0,25.7,0,22,8
General Hospital Kollam,Paediatrics,Monday,14,7,0,0,31.7,0,21,8
General Hospital Kollam,Orthopaedics,Friday,12,6,0,0,25.5,1,65,29
Taluk Hospital Thrissur,Gynaecology,Tuesday,8,6,0,0,28.3,0,55,21
Taluk Hospital Thrissur,Paediatrics,Wednesday,9,9,0,0,29.8,0,50,15
District Hospital Ernakulam,Orthopaedics,Monday,8,1,0,0,24.6,0,42,18
Taluk Hospital Thrissur,Paediatrics,Monday,17,10,0,1,33.0,0,41,17
District Hospital Ernakulam,Paediatrics,Wednesday,9,9,0,0,34.7,1,88,38
Taluk Hospital Thrissur,Orthopaedics,Thursday,15,10,0,1,31.0,0,70,32
General Hospital Kollam,General OPD,Friday,15,3,0,0,36.3,0,71,19
General Hospital Kollam,Cardiology,Thursday,13,12,0,0,24.7,0,37,20
District Hospital Ernakulam,Orthopaedics,Tuesday,17,10,0,1,29.5,0,57,24
District Hospital Ernakulam,Gynaecology,Thursday,13,3,0,0,37.2,0,44,16
General Hospital Kollam,General OPD,Wednesday,13,10,0,0,30.1,0,50,14
District Hospital Ernakulam,Cardiology,Tuesday,10,2,0,0,24.1,0,65,26
Taluk Hospital Thrissur,Orthopaedics,Thursday,8,5,0,0,28.3,0,77,29
Taluk Hospital Thrissur,Orthopaedics,Saturday,13,6,1,0,27.1,1,55,18
General Hospital Kollam,Gynaecology,Tuesday,13,1,0,0,35.6,0,28,11
Taluk Hospital Thrissur,Orthopaedics,Tuesday,9,3,0,0,35.6,0,107,44
General Hospital Kollam,Cardiology,Thursday,10,11,0,0,37.3,0,109,58
Taluk Hospital Thrissur,Paediatrics,Tuesday,10,11,0,1,30.9,0,97,39
Taluk Hospital Thrissur,Gynaecology,Saturday,11,10,1,1,31.8,0,130,60
Taluk Hospital Thrissur,Orthopaedics,Tuesday,10,10,0,0,28.3,0,93,42
General Hospital Kollam,Orthopaedics,Monday,14,2,0,0,28.6,0,43,17
District Hospital Ernakulam,General OPD,Monday,13,1,0,0,35.9,0,23,7
Taluk Hospital Thrissur,General OPD,Wednesday,15,8,0,0,27.8,1,53,18
District Hospital Ernakulam,Cardiology,Wednesday,15,9,0,0,34.4,0,27,14
District Hospital Ernakulam,General OPD,Wednesday,17,5,0,0,35.3,0,56,18
District Hospital Ernakulam,Orthopaedics,Friday,11,1,0,0,27.2,0,82,33
General Hospital Kollam,Cardiology,Monday,16,4,0,1,25.2,0,90,34
General Hospital Kollam,Cardiology,Saturday,16,10,1,0,30.0,0,37,17
Taluk Hospital Thrissur,Gynaecology,Tuesday,16,2,0,0,35.1,0,50,22
General Hospital Kollam,General OPD,Wednesday,16,7,0,0,28.4,1,41,11
